938 64
271 -0.27896914 0.012545499 -0.34326702 0.26655564 0.0050664176 -0.1701802 0.00084623665 -0.12226502 -0.09030106 0.16910261 0.09459241 0.35067338 0.06434564 -0.31316775 -0.10775792 -0.16915785 0.19195084 -0.13101314 -0.19389968 -0.14456843 -0.2796214 0.18483917 -0.051197667 -0.058943152 -0.102282085 -0.09968731 -0.00433227 -0.025966704 0.08814272 -0.031988412 0.043502767 0.21357836 -0.08562931 0.2617933 0.12977593 0.05982143 -0.23288816 -0.11111922 -0.040067032 0.025177004 0.22518407 -0.112559564 0.011335937 0.1880344 0.05519625 0.5424677 -0.17623688 -0.34120047 -0.014330095 -0.2945851 0.3836401 -0.07641526 -0.009905665 -0.16353433 0.34230033 -0.15616818 -0.00656585 0.068283 -0.11788426 0.1253147 0.09032494 -0.27625567 -0.40922177 -0.026639722
636 -0.32172698 -0.09829402 -0.23712464 0.10384012 -0.06880436 -0.07436448 0.0031226757 -0.18646613 0.13625899 0.21069635 0.06807467 0.16650894 0.09933464 -0.36065274 -0.20640823 -0.16337082 -0.014464496 -0.13102989 -0.10129724 -0.21800046 -0.20526883 0.09473093 -0.059120413 0.017274471 -0.10769097 -0.09292174 0.12164206 -0.09795428 0.06638229 -0.19339187 -0.029082172 0.13836622 -0.12980554 0.25977173 0.068613 0.05363375 -0.2708091 -0.033752225 -0.09129464 -0.063477494 0.23756167 -0.06649674 0.16407527 0.1883837 0.14894268 0.35174692 -0.19658315 -0.48300475 -0.23744804 -0.3186138 0.5552019 0.10128064 -0.10490153 -0.2402754 0.28712824 -0.14049862 0.19254799 -0.038098224 -0.22865266 0.13845487 0.04436489 -0.02858588 -0.5274816 -0.1251951
338 -0.30076772 0.06905535 -0.32313734 0.13969783 -0.30022436 -0.13230531 0.37593445 -0.2596674 0.10318588 -0.17366731 0.2536539 0.48326662 -0.012121826 -0.37997243 -0.20381427 -0.40441915 0.49820969 -0.02698737 -0.1241538 0.102503486 0.025939109 -0.2592593 -0.113397636 0.16493693 0.17701425 0.20528051 -0.020514106 -0.21168312 0.12769242 -0.18984765 -0.22263516 0.46002942 -0.14151089 0.39248785 0.38769367 -0.10696022 -0.43645632 -0.1313061 -0.42467865 0.01109732 0.14266922 -0.13657744 0.28667983 0.2984932 0.29921016 0.61344695 -0.17296734 -0.27539358 -0.10223305 0.067492925 0.11703356 -0.155062 0.1820956 -0.34989256 0.36866874 -0.009170971 0.13602445 0.11352706 -0.27363223 -0.043192506 0.101747 -0.16960904 -0.40580168 0.16093668
591 -0.23343323 0.113602966 -0.5495323 0.17434283 -0.2607473 -0.055757154 0.17039908 -0.29116422 -0.13945737 -0.050834797 0.42703894 0.4872027 -0.07260355 -0.2700302 -0.23309432 -0.53703845 0.60473365 -0.15905334 -0.35553333 0.10934588 0.03916098 -0.4423061 -0.23413748 0.06184935 0.15177467 0.20757087 -0.077185236 -0.12654078 0.22859184 -0.13225074 -0.16290285 0.47119597 -0.15320373 0.31915516 0.41305757 -0.22383006 -0.4781792 -0.06532602 -0.37224326 0.09313245 0.06972065 -0.06543351 0.41200867 0.25092787 0.26335868 0.6584877 -0.26357648 -0.20446192 -0.14248934 0.08938432 0.20944841 -0.28891957 0.27923942 -0.37585115 0.32514912 -0.03957556 0.16002361 -0.08288269 -0.24316974 0.3097073 -0.09006383 -0.18621804 -0.4795322 0.10632172
842 -0.49179494 0.19169863 -0.21034606 0.010753697 -0.12424399 -0.12477517 -0.046641126 -0.06155318 0.14894445 -0.10833082 0.22286099 0.40037367 -0.009793378 -0.42227247 0.055126663 -0.2151417 0.28454956 -0.17070025 -0.0020448177 -0.26730937 -0.13676272 0.24311064 -0.005635553 0.11300497 -0.1078257 -0.0628269 0.12590455 -0.008506119 -0.062684536 -0.005304999 0.1102545 0.14718626 -0.13701482 0.20395754 0.010787491 0.028485758 -0.10545697 -0.120606676 -0.043928444 -0.12054654 0.1803627 -0.123273104 0.027110461 0.15664488 0.13165812 0.34882787 -0.14377615 -0.35276076 -0.19565628 -0.2768378 0.35963556 -0.13678113 -0.0028878371 -0.14429948 0.41462043 -0.16977644 0.043491937 -0.22907193 -0.19779526 0.23375252 0.020987611 -0.18626902 -0.46008024 -0.01920687
852 -0.5275269 0.02756505 -0.2381599 0.22357802 -0.014476434 -0.114536576 0.18664484 -0.11264719 0.01377454 -0.05338612 0.098053105 0.2686778 -0.04297439 -0.2809013 -0.12373405 -0.03707034 0.14417773 -0.14416507 -0.22271873 -0.2537096 -0.12994635 0.22047152 -0.017527541 0.036145337 -0.122429974 -0.047366567 0.09931061 -0.1743215 0.026772829 -0.14907102 0.08250817 0.10977485 -0.060136326 0.30852968 -0.12722367 -0.031034458 -0.16291523 0.027084494 0.16368465 0.112502694 0.23055339 -0.052705936 0.08469884 0.1730669 0.05646464 0.43224743 -0.23309493 -0.391725 -0.16861714 -0.2982467 0.34234297 -0.19105524 -0.054498415 -0.19513832 0.48646542 -0.17627637 -0.016494505 0.03725486 -0.07827495 0.1436858 -0.049822852 -0.19061047 -0.5314111 0.0051519354
408 -0.2621604 0.1342449 0.18795088 -0.009445564 0.07527596 -0.18028809 -0.16511731 -0.09119918 -0.24489823 -0.14575341 0.0036239754 0.094456896 -0.27380198 -0.5828347 -0.4176986 -0.25979882 0.270513 -0.20276177 0.17831105 -0.6080658 -0.109474175 0.38596743 -0.6826625 0.4283625 -0.18742222 0.23189981 -0.09555738 0.35470498 -0.077818036 -0.28497204 -0.39422002 -0.0674066 -0.27819875 0.07883603 0.086662754 -0.16683793 -0.37773672 -0.22856207 -0.20685485 -0.06819702 0.62075835 0.39458334 0.055003762 0.5215647 0.37211418 0.20093998 -0.29600838 -0.65248877 0.106781274 -0.11520231 0.6678728 -0.15352485 -0.010365819 -0.09039404 0.08216549 0.18745744 0.2591729 0.004748971 -0.2558579 -0.66241425 -0.3854385 0.44840044 -0.87740684 0.2487143
260 -0.19669548 0.15713026 -0.23561862 0.048971333 0.05949317 -0.081502244 -0.19479205 0.14316033 0.07960982 0.10824961 0.1523983 0.2731922 -0.12298849 -0.37835747 0.018213687 -0.3058131 0.11561515 -0.043797754 0.04469469 0.019869462 -0.30379823 0.26958907 0.08676043 -0.011587647 -0.18947735 -0.111672975 0.27395904 0.01373041 0.060263712 0.041142892 -0.034102038 0.14514107 -0.13511477 0.30105957 0.027445342 0.13854945 -0.05308643 -0.17044371 -0.009384098 0.0125547005 0.11101368 -0.298798 0.039780788 0.3127561 0.07408503 0.35144317 -0.17816576 -0.4646872 0.1529116 -0.055464987 0.49580342 -0.2845631 -0.13139983 -0.16139455 0.45751432 -0.47599196 -0.02997466 -0.20580028 -0.12210892 0.23645465 -0.22566459 -0.09328693 -0.44951862 -0.07154212
697 -0.6454533 0.053024244 -0.26765704 0.34492564 0.056800053 0.005067658 -0.40355825 -0.14299668 -0.030287616 0.17008892 0.17035483 0.44953802 0.1822929 -0.09233073 -0.3675899 -0.3551154 0.11251428 0.20306884 0.3314464 -0.11029832 -0.31430084 0.13620281 0.49467844 0.4539051 -0.3517655 -0.26457945 0.18159579 -0.5623337 0.085001126 -0.025976665 0.10076827 0.5475929 0.07366864 -0.08771338 0.009232805 -0.23817247 -0.015714033 -0.35302207 -0.06820806 -0.09341459 -0.0024258147 -0.13728908 0.18223225 0.48313925 -0.15024237 0.2710563 -0.07641878 0.02831811 0.13485223 -0.013058169 0.34930494 -0.25787088 0.21617907 0.10553652 0.4395696 -0.14413594 -0.1827046 0.12901996 -0.3548489 -0.31462678 -0.41125628 -0.01837415 -0.14653374 0.15928589
976 -0.16356783 0.08223313 -0.1735769 0.12418586 0.021232938 -0.18310975 0.20191948 -0.06887654 0.06896154 0.07978111 -0.037820973 0.43428916 0.007658702 -0.3042352 -0.016220776 -0.21491976 0.39203355 -0.029480562 -0.14646675 -0.12005435 -0.37398008 0.1319381 -0.0067118756 -0.02254004 0.031040592 -0.110595055 0.10407158 -0.12838417 -0.032454867 -0.010450586 0.056882434 0.30709293 -0.09998937 0.2809111 0.10078397 0.25548404 -0.2521179 -0.22414339 0.20577127 0.11514207 0.05564553 -0.16513796 0.10443286 0.15813261 0.08330174 0.320967 -0.32202682 -0.42200783 -0.17861825 0.035771146 0.23463969 -0.0024866438 -0.0538313 -0.11092883 0.37618083 -0.25936207 -0.102913514 -0.0073319473 0.021087224 0.23422506 -0.20727235 0.15552922 -0.5049995 0.023341939
74 -0.4366648 0.05859901 -0.14218153 0.053153876 -0.08954898 0.043135986 0.01564289 -0.111874804 -0.08626661 0.05193799 -0.07745787 0.37905642 -0.11398602 -0.19344766 -0.14282872 -0.27967533 0.24851625 -0.06423449 -0.03345789 -0.10542099 -0.16730253 -0.044136975 -0.083767414 0.06362482 -0.26588047 -0.15727803 0.041533906 0.12808417 0.068294704 -0.03137716 0.16091906 0.19556005 -0.03873929 0.12559575 0.19788396 0.09283741 -0.2681961 -0.24949184 0.1453039 -0.10946677 0.1208812 -0.07737956 0.0352933 0.18491854 0.10553224 0.2724532 -0.23067017 -0.32129648 -0.08944933 -0.050199747 0.3890746 0.07593463 -0.12714215 -0.038943943 0.32806617 -0.17393544 0.05987965 -0.001507184 -0.35143408 0.009337348 -0.1646187 -0.16465665 -0.47795153 -0.03992181
532 -0.5658925 0.029180933 -0.35277283 0.074520074 -0.07010896 0.012695048 0.052291285 -0.22537296 0.07920673 0.05952395 0.0013634127 0.34672853 -0.007147179 -0.24314134 -0.057349186 -0.20065455 0.23215647 -0.04793354 -0.14224647 -0.11211419 -0.14886084 0.11255811 -0.15254575 -0.024931675 -0.10375381 -0.101796106 -0.026069632 -0.1129788 -0.07330041 -0.11032587 0.14638372 0.0358065 -0.16529441 0.34234768 0.09306153 0.072033055 -0.106124595 -0.1262284 -0.034884382 0.0315949 0.19817401 -0.08698238 0.087975174 0.21056569 0.11822038 0.36663666 -0.23042332 -0.33854204 -0.16513658 -0.27518868 0.42598748 -0.025390716 -0.18694389 -0.04564257 0.3260195 -0.02291186 -0.003534281 -0.0039081792 -0.0921573 0.22080292 0.023014339 0.06954131 -0.48458004 -0.0015525544
607 -0.32615495 0.0069065536 -0.263523 0.07528774 0.06495065 -0.11381198 -0.008413955 -0.22691473 0.0798747 0.031148316 0.11538998 0.34226018 -0.042597044 -0.23631214 -0.12865703 -0.31833443 0.23567602 -0.0041302717 -0.2641183 -0.30361158 -0.15447466 0.26981878 -0.2935106 0.052795555 -0.16893518 -0.25368318 0.15327218 -0.04656628 0.12531741 -0.053075597 0.007545868 0.23521204 -0.055848088 0.27525324 0.060212765 0.15222743 -0.14095213 -0.22904007 0.12557285 0.020886378 0.003171114 -0.11169772 0.07572401 0.23946291 0.035643082 0.2656177 -0.1575383 -0.35023305 -0.045442775 0.084792845 0.20728165 0.044974063 -0.04866821 0.01937763 0.19409569 -0.21810825 0.053861517 -0.11224993 -0.17671701 0.00985432 -0.06665007 -0.08301885 -0.31783643 -0.03931152
